form	lemma	POS
aqui	aquí	ADV
fa	far	VERB
landuro	landura	NOUN
Le	lo	DET
fret	freg	NOUN
ly	el	PRON
pren	prendre	VERB
les	lo	DET
penets	penet	NOUN
May	mai	ADV
sa	son	DET
maire	maire	NOUN
l'	el	PRON
escalfuro	escalfurar	VERB
D'	de	ADP
ambe	amb	ADP
cent	102	DET
milo	1003	DET
poutets	potet	NOUN
Aujan	aver	VERB
touts	tot	PRON
Les	lo	DET
béls	bèl	ADJ
mouts	mot	NOUN
Que	qui	PRON
les	lo	DET
Angéls	àngel	NOUN
fan	far	VERB
entendre	entendre	VERB
Qu'	que	SCONJ
el	el	PRON
es	èsser	AUX
bengut	venir	VERB
per	per	ADP
estendre	estendre	VERB
L'	lo	DET
horre	òrre	ADJ
satan	Satan	PROPN
dan	amb	ADP
sa	son	DET
Crouts	crotz	NOUN
.	.	PUNCT
Regardats	regardar	VERB
m'	ieu	PRON
aquel	aquel	DET
estable	estable	NOUN
,	,	PUNCT
Coussi	cossí	ADV
esta	estar	VERB
tout	tot	ADV
descubert	descobrir	VERB
,	,	PUNCT
Et	e	CCONJ
so	çò	PRON
qu’	qui	PRON
es	èsser	AUX
plus	pus	ADV
miserable	miserable	ADJ
Coussi	cossí	ADV
la	lo	DET
calou	calor	NOUN
s'	el	PRON
y	i	PRON
perd	perdre	VERB
:	:	PUNCT
Le	lo	DET
tourtis	tortís	NOUN
Del	de+lo	ADP+DET
metis	meteis	ADV
,	,	PUNCT
s'	el	PRON
esparrabisso	esparrabissar	VERB
et	e	CCONJ
fendaillo	fendalhar	VERB
,	,	PUNCT
E	e	CCONJ
nou	non	ADV
drom	dromir	VERB
que	que	SCONJ
sur	sus	ADP
la	lo	DET
paillo	palha	NOUN
Le	lo	PRON
qu'	qui	PRON
a	aver	AUX
fait	far	VERB
le	lo	DET
Paradis	paradís	PROPN
.	.	PUNCT
Perque	perque	SCONJ
n'	non	ADV
aben	aver	VERB
plus	pus	ADV
l'	lo	DET
alarmo	alarma	NOUN
Le	lo	DET
satan	Satan	PROPN
es	èsser	AUX
estacat	estacar	VERB
Gran	grand	ADJ
Diu	Dieu	PROPN
faséts	far	VERB
que	que	SCONJ
nostro	nòstre	DET
armo	arma	NOUN
Baille	balhar	VERB
la	lo	DET
campo	campa	NOUN
al	a+lo	ADP+DET
peccat	pecar	NOUN
,	,	PUNCT
D'	de	ADP
un	un	DET
cop	còp	NOUN
dél	de+lo	ADP+DET
Diu	Dieu	PROPN
noubél	novèl	ADJ
;	;	PUNCT
Faséts	far	VERB
nous	nos	PRON
à	a	ADP
touts	tot	PRON
la	lo	DET
graciô	gràcia	NOUN
Q'	qui	PRON
un	un	DET
jour	jorn	NOUN
bejan	véser	VERB
bostro	vòstre	DET
faciô	fàcia	NOUN
Arrengats	arrengar	VERB
dedins	dedins	ADP
le	lo	DET
Cél	cèl	PROPN
.	.	PUNCT
N45-6		
AUTRE	autre	PRON
.	.	PUNCT
sur	sus	ADP
l'	lo	DET
ayre	aire	NOUN
,	,	PUNCT
Mon	@french	FM
petit	@french	FM
doigt	@french	FM
me	ieu	PRON
l'	@french	FM
dit	dire	VERB
,	,	PUNCT
o	o	CCONJ
ben	ben	ADV
sur	sus	ADP
l'	lo	DET
ayre	aire	NOUN
de	de	ADP
Jean	@french	FM
de	de	ADP
Nivelle	@french	FM
.	.	PUNCT
Pastouréls	pastorèl	NOUN
bite	vite	ADV
en	en	ADP
campaignos	campanha	NOUN
Nou	non	ADV
parlen	parlar	VERB
plus	pus	ADV
de	de	ADP
magaigno	maganha	NOUN
Le	lo	DET
satan	Satan	PROPN
s'	el	PRON
es	èsser	AUX
marfoundit	marfondre	VERB
,	,	PUNCT
Anen	anar	VERB
beire	véser	VERB
nostre	nòstre	DET
paire	paire	NOUN
Nascut	nàisser	VERB
d'	de	ADP
uno	un	DET
Bierges	verge	NOUN
mairo	maira	NOUN
Coumo	coma	SCONJ
l'	lo	DET
Angél	àngel	NOUN
nous	nos	PRON
a	aver	AUX
dit	dire	VERB
Laissen	laissar	VERB
dourmi	dormir	VERB
la	lo	DET
mainado	mainada	NOUN
Anen	anar	VERB
fa	far	VERB
la	lo	DET
permenado	permenar	NOUN
,	,	PUNCT
Per	per	ADP
trouba	trobar	VERB
l'	lo	DET
Efan	enfant	NOUN
poulit	polit	ADJ
Qu'	qui	PRON
uno	un	DET
Bierges	verge	NOUN
maire	maire	NOUN
estroupo	estropar	VERB
,	,	PUNCT
Et	e	CCONJ
sus	sus	ADP
pots	pòt	NOUN
ly	el	PRON
mouls	mólzer	VERB
la	lo	DET
poupo	popa	NOUN
Coumo	coma	SCONJ
l'	lo	DET
Angél	àngel	NOUN
nous	nos	PRON
a	aver	AUX
dit	dire	VERB
.	.	PUNCT
Courran	córrer	VERB
per	per	ADP
y	i	PRON
estr'	èsser	VERB
a	a	ADP
bouno	bon	ADJ
houro	ora	NOUN
,	,	PUNCT
Cadun	cadun	PRON
mene	menar	VERB
sa	son	DET
pastouro	pastor	NOUN
De	de	ADP
plase	plaser	NOUN
jou	ieu	PRON
soun	èsser	AUX
rabit	ravir	VERB
:	:	PUNCT
Beiren	véser	VERB
Jousep	Josèp	PROPN
tout	tot	ADV
en	en	ADP
peno	pena	NOUN
,	,	PUNCT
A	a	ADP
li	el	PRON
adouba	adoubar	VERB
la	lo	DET
Coulseno	colcena	NOUN
Coumo	coma	SCONJ
l'	lo	DET
Angél	àngel	NOUN
nous	nos	PRON
a	aver	AUX
dit	dire	VERB
.	.	PUNCT
Aquel	aquel	DET
qu'	qui	PRON
a	aver	AUX
fait	far	VERB
tout	tot	DET
le	lo	DET
mounde	monde	NOUN
,	,	PUNCT
On	ont	PRON
cal	caler	VERB
que	que	SCONJ
cadun	cadun	PRON
se	el	PRON
founde	fondar	VERB
,	,	PUNCT
se	se	SCONJ
bol	voler	VERB
trouba	trobar	VERB
soun	son	DET
proufit	profit	NOUN
:	:	PUNCT
Nais	nàisser	VERB
aneit	anuèch	ADV
la	lo	DET
fardo	farda	NOUN
eissuto	eissugar	VERB
,	,	PUNCT
Per	per	ADP
Adam	Adam	PROPN
le	lo	DET
manjo	manjar	VERB
fruto	fruch	NOUN
,	,	PUNCT
Coumo	coma	SCONJ
l'	lo	DET
Angel	àngel	NOUN
nous	nos	PRON
a	aver	AUX
dit	dire	VERB
.	.	PUNCT
Gran	grand	ADJ
Diu	Dieu	PROPN
que	qui	PRON
ta	tant	ADV
mal	mal	ADV
repausos	repausar	VERB
,	,	PUNCT
En	en	ADP
sustenen	sostenir	VERB
toutos	tot	DET
causos	causa	NOUN
soulomen	solament	ADV
del	de+lo	ADP+DET
cap	cap	NOUN
del	de+lo	ADP+DET
dit	dire	VERB
:	:	PUNCT
Tu	tu	PRON
podes	poder	VERB
s'	se	SCONJ
atal	aital	ADV
t'	tu	PRON
agrado	agradar	VERB
,	,	PUNCT
Nous	nos	PRON
gandi	gandir	VERB
de	de	ADP
la	lo	DET
trumado	trumada	NOUN
Coumo	coma	SCONJ
l'	lo	DET
Angel	àngel	NOUN
nous	nos	PRON
a	aver	AUX
dit	dire	VERB
,	,	PUNCT
N45-7		
AUTRE	autre	PRON
.	.	PUNCT
sur	sus	ADP
l'	lo	DET
ayre	aire	NOUN
,	,	PUNCT
si	@french	FM
je	@french	FM
vais	@french	FM
en	@french	FM
Paradis	paradís	PROPN
,	,	PUNCT
comme	@french	FM
je	@french	FM
l'	@french	FM
espere	@french	FM
.	.	PUNCT
Anen	anar	VERB
bite	vite	ADV
compagnous	companhon	NOUN
Quiten	quitar	VERB
las	lo	DET
mandillos	mandilh	NOUN
,	,	PUNCT
Car	car	CCONJ
le	lo	DET
seignou	senhor	NOUN
des	de+lo	ADP+DET
seignous	senhor	NOUN
;	;	PUNCT
Drom	dromir	VERB
dessus	dessús	ADP
las	lo	DET
barganillos	barganilha	NOUN
Que	qui	PRON
le	lo	DET
grep	grèb	ADJ
hyber	ivèrn	NOUN
ten	tenir	VERB
pres	pres	ADJ
;	;	PUNCT
Beiren	véser	VERB
sense	sens	ADP
paga	pagar	VERB
res	res	PRON
Uno	un	DET
Bierges	verge	NOUN
en	en	ADP
jassillos	jasilhas	NOUN
.	.	PUNCT
Pourten	portar	VERB
un	un	DET
mé	mè	NOUN
-	-	PUNCT
mé	mè	NOUN
sul	sus+lo	ADP+DET
col	còl	NOUN
D'	de	ADP
un	un	DET
debot	devòt	ADJ
couratge	coratge	NOUN
,	,	PUNCT
E	e	CCONJ
Josep	Josèp	PROPN
le	lo	DET
boun	bon	ADJ
aujol	aujòl	NOUN
Nous	nos	PRON
fara	far	VERB
à	a	ADP
touts	tot	PRON
boun	bon	ADJ
bisatge	visatge	NOUN
.	.	PUNCT
Car	car	CCONJ
de	de	ADP
beire	véser	VERB
uno	un	DET
jasen	jaire	VERB
,	,	PUNCT
sense	sens	ADP
ly	el	PRON
douna	donar	VERB
un	un	DET
presen	present	NOUN
,	,	PUNCT
Amagris	amagrir	VERB
le	lo	DET
mainatge	mainatge	NOUN
.	.	PUNCT
Moun	mon	DET
Diu	Dieu	PROPN
le	lo	DET
poulit	polit	ADJ
Efan	enfant	NOUN
,	,	PUNCT
Te	tenir	VERB
quino	quin	DET
merbeillo	mervelha	NOUN
,	,	PUNCT
Coussi	cossí	ADV
les	lo	DET
Angels	àngel	NOUN
s'	el	PRON
y	i	PRON
fan	far	VERB
,	,	PUNCT
A	a	ADP
le	el	PRON
pipa	pipar	VERB
per	per	ADP
l'	lo	DET
aureillo	aurelha	NOUN
,	,	PUNCT
Efans	enfant	NOUN
nou	non	ADV
siôn	èsser	AUX
pas	pas	ADV
ta	tant	ADV
sots	sòt	ADJ
Descaussen	descauçar	VERB
nous	nos	PRON
les	lo	DET
esclops	esclòp	NOUN
,	,	PUNCT
J'	ieu	PRON
augi	ausir	VERB
que	que	SCONJ
se	el	PRON
Rebeillo	revelhar	VERB
.	.	PUNCT
Aissi	aicí	ADV
cal	caler	VERB
fa	far	VERB
lugi	lusir	VERB
l'	lo	DET
él	uèlh	NOUN
Contemplen	contemplar	VERB
sa	son	DET
maire	maire	NOUN
,	,	PUNCT
Dejouts	dejots	ADP
la	lo	DET
capo	capa	NOUN
del	de+lo	ADP+DET
Cél	cèl	PROPN
,	,	PUNCT
Nou	non	ADV
s'	el	PRON
es	èsser	AUX
bist	véser	VERB
un	un	DET
tal	tal	ADJ
esclaire	esclaire	NOUN
;	;	PUNCT
Ny	ni	CCONJ
plus	pus	ADV
perfeto	perfièch	ADJ
beutat	beutat	NOUN
,	,	PUNCT
Hurouso	urós	ADJ
d'	de	ADP
abe	aver	AUX
pourtat	portar	VERB
,	,	PUNCT
Un	un	DET
Diu	Dieu	PROPN
qu'	qui	PRON
es	èsser	AUX
nostre	nòstre	DET
paire	paire	NOUN
.	.	PUNCT
Preguen	pregar	VERB
la	lo	DET
Maire	maire	NOUN
é	e	CCONJ
le	lo	DET
Fil	filh	PROPN
Nous	nos	PRON
sourti	sortir	VERB
de	de	ADP
tranço	transa	NOUN
,	,	PUNCT
Que	que	SCONJ
l'	lo	DET
satan	Satan	PROPN
esprit	esperit	NOUN
subtil	subtil	ADJ
Nou	non	ADV
trouble	troblar	VERB
nostre	nòstre	DET
esperançe	esperança	NOUN
,	,	PUNCT
Que	que	SCONJ
l'	lo	DET
Frances	francès	NOUN
é	e	CCONJ
l'	lo	DET
Espaignol	espanhòl	ADJ
,	,	PUNCT
Amics	amic	NOUN
se	el	PRON
sauten	sautar	VERB
al	a+lo	ADP+DET
col	còl	NOUN
,	,	PUNCT
Per	per	ADP
le	lo	DET
be	ben	NOUN
de	de	ADP
la	lo	DET
Franço	França	PROPN
.	.	PUNCT
N45-8		
AUTRE	autre	PRON
.	.	PUNCT
sur	sus	ADP
l'	lo	DET
ayre	aire	NOUN
,	,	PUNCT
Laquais	@french	FM
verse	@french	FM
du	@french	FM
vin	@french	FM
,	,	PUNCT
verse	@french	FM
du	@french	FM
vin	@french	FM
en	@french	FM
l'	@french	FM
humeur	@french	FM
ou	@french	FM
je	@french	FM
suis	@french	FM
etc	etc	X
.	.	PUNCT
Peirot	Peiròt	PROPN
aissi	aicí	ADV
le	lo	DET
cor	còr	NOUN
,	,	PUNCT
aissi	aicí	ADV
le	lo	DET
cor	còr	NOUN
,	,	PUNCT
Dau		X
,	,	PUNCT
dau		X
,	,	PUNCT
tout	tot	ADV
de	de	ADP
bon	bon	ADJ
sen	sens	NOUN
bis	bis	ADV
.	.	PUNCT
Per	per	ADP
qu'	que	SCONJ
én	èsser	AUX
toutis	tot	PRON
en	en	ADP
troupo	tropa	NOUN
;	;	PUNCT
Canten	cantar	VERB
tant	tant	ADV
que	que	SCONJ
pouiren	poder	VERB
,	,	PUNCT
tant	tant	ADV
que	que	SCONJ
pouïren	poder	VERB
.	.	PUNCT
Per	per	ADP
plaire	plaire	VERB
à	a	ADP
la	lo	DET
Jasen	jaire	PROPN
,	,	PUNCT
Que	qui	PRON
l'	lo	DET
Efantet	enfantet	NOUN
estroupo	estropar	VERB
,	,	PUNCT
Bite	vite	ADV
d'	de	ADP
agenouillous	a+genolhon	ADV
Contemplen	contemplar	VERB
sa	son	DET
maireto	maireta	NOUN
,	,	PUNCT
Que	qui	PRON
ten	tenir	VERB
dins	dins	ADP
sa	son	DET
perneto	perneta	NOUN
Le	lo	DET
seignou	senhor	NOUN
des	de+lo	ADP+DET
seignous	senhor	NOUN
.	.	PUNCT
Efans	enfant	NOUN
jou	ieu	PRON
soun	èsser	AUX
rabit	ravir	VERB
,	,	PUNCT
jou	ieu	PRON
soun	èsser	AUX
rabit	ravir	VERB
,	,	PUNCT
Couratge	coratge	NOUN
Pastourels	pastorèl	NOUN
,	,	PUNCT
L'	lo	DET
admiraciu	admiracion	NOUN
m'	ieu	PRON
arrapo	arrapar	VERB
,	,	PUNCT
Fascan	far	VERB
per	per	ADP
l'	lo	DET
amour	amor	NOUN
d'	de	ADP
el	el	PRON
,	,	PUNCT
per	per	ADP
l'	lo	DET
amour	amor	NOUN
d'	de	ADP
el	el	PRON
,	,	PUNCT
Tinda	tindar	VERB
les	lo	DET
caraméls	calamèl	NOUN
Cad’	cada	DET
un	un	PRON
quite	quitar	VERB
sa	son	DET
capo	capa	NOUN
.	.	PUNCT
Bite	vite	ADV
d'	de	ADP
agenouillous	a+genolhon	ADV
,	,	PUNCT
Chut	chut	INTJ
,	,	PUNCT
chut	chut	INTJ
,	,	PUNCT
hé	eh	INTJ
qu'	que	ADV
augi	ausir	VERB
jou	ieu	PRON
,	,	PUNCT
hé	eh	INTJ
qu'	que	ADV
augi	ausir	VERB
jou	ieu	PRON
;	;	PUNCT
Quino	quin	DET
Angelico	angelic	ADJ
bouts	votz	NOUN
,	,	PUNCT
Me	ieu	PRON
pessugo	pecigar	VERB
l'	lo	DET
aureillo	aurelha	NOUN
:	:	PUNCT
Mori	morir	VERB
;	;	PUNCT
tenéts	tenir	VERB
m'	ieu	PRON
un	un	DET
pauc	pauc	ADV
,	,	PUNCT
tenéts	tenir	VERB
m'	ieu	PRON
un	un	DET
pauc	pauc	ADV
Que	que	SCONJ
jou	ieu	PRON
scoute	escotar	VERB
sous	son	DET
mouts	mot	NOUN
,	,	PUNCT
Mai	mai	ADV
l'	lo	DET
Efan	enfant	NOUN
se	el	PRON
rebeillo	revelhar	VERB
Bite	vite	ADV
d'	de	ADP
agenouillous	a+genolhon	ADV
,	,	PUNCT
etc	etc	X
.	.	PUNCT
Ça	çai	ADV
ça	çai	ADV
plasso	plaça	NOUN
per	per	ADP
tres	23	PRON
,	,	PUNCT
plasso	plaça	NOUN
per	per	ADP
tres	24	PRON
,	,	PUNCT
Quinos	quin	DET
bragaires	bragaire	NOUN
gens	gent	NOUN
,	,	PUNCT
E	e	CCONJ
quin	quin	DET
trinc	tren	NOUN
admirable	admirable	ADJ
;	;	PUNCT
Jou	ieu	PRON
é	aver	VERB
poou	paur	NOUN
que	que	SCONJ
soun	èsser	AUX
de	de	ADP
Reis	rei	NOUN
,	,	PUNCT
que	que	SCONJ
soun	èsser	AUX
de	de	ADP
Reis	rei	NOUN
,	,	PUNCT
Que	qui	PRON
porton	portar	VERB
de	de	ADP
presens	present	NOUN
Al	a+lo	ADP+DET
toustou	toston	NOUN
dins	dins	ADP
l'	lo	DET
estable	estable	NOUN
Bite	vite	ADV
d'	de	ADP
agenouillous	a+genolhon	ADV
,	,	PUNCT
etc	etc	X
.	.	PUNCT
Bouléts	voler	VERB
que	que	SCONJ
fascan	far	VERB
pla	plan	ADV
,	,	PUNCT
que	que	SCONJ
fascan	far	VERB
pla	plan	ADV
,	,	PUNCT
Dounen	donar	VERB
li	el	PRON
nostre	nòstre	DET
cor	còr	NOUN
,	,	PUNCT
Qu'	qui	PRON
es	èsser	AUX
tout	tot	DET
so	çò	PRON
qu'	qui	PRON
el	el	PRON
demando	demandar	VERB
,	,	PUNCT
Nous	nos	PRON
aus	autre	ADJ
paures	paure	ADJ
Pastous	pastor	NOUN
,	,	PUNCT
paures	paure	ADJ
Pastous	pastor	NOUN
N'	non	ADV
aben	aver	VERB
d'	de	ADP
autre	autre	ADJ
tresor	tresòr	NOUN
,	,	PUNCT
Ni	ni	CCONJ
de	de	ADP
millouno	melhor	ADJ
ouffrando	ofranda	NOUN
.	.	PUNCT
Bite	vite	ADV
d'	de	ADP
agenouillous	a+genolhon	ADV
,	,	PUNCT
etc	etc	X
.	.	PUNCT
N45-9		
AUTRE	autre	PRON
.	.	PUNCT
sur	sus	ADP
l'	lo	DET
ayre	aire	NOUN
,	,	PUNCT
L'	@french	FM
autre	@french	FM
jour	jorn	NOUN
Dame	@french	FM
Guillemette	@french	FM
,	,	PUNCT
etc	etc	X
.	.	PUNCT
Leu	lèu	ADV
depés	depés	ADV
milo	1004	DET
sauts	saut	NOUN
en	en	ADP
l'	lo	DET
ayre	aire	NOUN
,	,	PUNCT
Digos	dire	VERB
Peirot	Peiròt	PROPN
quin	quin	DET
esclaire	esclaire	NOUN
Rejouïs	rejoïr	VERB
nostre	nòstre	DET
cerbél	cervèl	NOUN
,	,	PUNCT
Chut	chut	INTJ
,	,	PUNCT
chut	chut	INTJ
,	,	PUNCT
jou	ieu	PRON
besi	véser	VERB
un	un	DET
Angél	àngel	NOUN
Que	qui	PRON
del	de+lo	ADP+DET
Cel	cèl	PROPN
Nous	nos	PRON
dits	dire	VERB
d'	de	ADP
un	un	DET
ayre	aire	NOUN
ta	tant	ADV
bél	bèl	ADJ
Anen	anar	VERB
y	i	PRON
d'	de	ADP
uno	un	DET
courregudo	córrer	VERB
,	,	PUNCT
Per	per	ADP
que	que	SCONJ
l'	lo	DET
Angél	àngel	NOUN
la	lo	DET
saludo	saludar	VERB
Maire	maire	NOUN
de	de	ADP
nostre	nòstre	DET
seignou	senhor	NOUN
,	,	PUNCT
Compaignous	companhon	NOUN
s'	se	SCONJ
ets	èsser	AUX
coumo	coma	ADP
jou	ieu	PRON
,	,	PUNCT
En	en	ADP
humou	umor	NOUN
,	,	PUNCT
Dounen	donar	VERB
li	el	PRON
quicon	quicòm	PRON
de	de	ADP
bou	bon	ADJ
,	,	PUNCT
Perque	perque	SCONJ
le	lo	DET
Fil	filh	PROPN
d'	de	ADP
aquelo	aquel	DET
Ajagudo	ajaire	VERB
,	,	PUNCT
De	de	ADP
Diu	Dieu	PROPN
se	el	PRON
fa	far	VERB
nostre	nòstre	DET
compagnou	companhon	NOUN
.	.	PUNCT
Las	ailàs	INTJ
mon	mon	DET
Diu	Dieu	PROPN
quin	quin	DET
poulit	polit	ADJ
mainatge	mainatge	NOUN
!	!	PUNCT
Jamai	jamai	ADV
n'	non	ADV
e	aver	AUX
bist	véser	VERB
tal	tal	DET
bisatge	visatge	NOUN
,	,	PUNCT
Ni	ni	CCONJ
un	un	DET
él	uèlh	NOUN
plus	pus	ADV
amistous	amistós	ADJ
,	,	PUNCT
N'	non	ADV
es	èsser	VERB
pas	pas	ADV
el	el	PRON
pla	plan	ADV
pietadous	pietadós	ADJ
,	,	PUNCT
quand	quand	SCONJ
per	per	ADP
nous	nos	PRON
:	:	PUNCT
El	el	PRON
patis	patir	VERB
tant	tant	ADV
de	de	ADP
doulous	dolor	NOUN
A	a	ADP
may	mai	ADV
que	que	SCONJ
bol	voler	VERB
per	per	ADP
nostre	nòstre	DET
abantatge	avantatge	NOUN
Atuca	atucar	VERB
le	lo	DET
satan	Satan	PROPN
malhurous	malurós	ADJ
.	.	PUNCT
Be	ben	ADV
nais	nàisser	VERB
pla	plan	ADV
dins	dins	ADP
un	un	DET
paure	paure	ADJ
estable	estable	NOUN
Un	un	DET
Diu	Dieu	PROPN
qu'	qui	PRON
es	èsser	AUX
tout	tot	ADV
admirable	admirable	ADJ
Et	e	CCONJ
qu'	qui	PRON
a	aver	AUX
fait	far	VERB
tout	tot	PRON
del	de+lo	ADP+DET
metis	meteis	ADV
,	,	PUNCT
Mon	mon	DET
cor	còr	NOUN
be	ben	ADV
se	el	PRON
rejouïs	rejoïr	VERB
,	,	PUNCT
Quand	quand	SCONJ
augis	ausir	VERB
Les	lo	DET
Angéls	àngel	NOUN
de	de	ADP
Paradis	paradís	PROPN
,	,	PUNCT
Qu'	qui	PRON
enseignon	ensenhar	VERB
à	a	ADP
l'	lo	DET
home	òme	NOUN
miserable	miserable	ADJ
,	,	PUNCT
Tout	tot	DET
le	lo	DET
Gloria	@latin	FM
in	@latin	FM
excelfis	@latin	FM
.	.	PUNCT
Diu	Dieu	PROPN
me	ieu	PRON
dau	donar	VERB
be	ben	ADV
me	ieu	PRON
pren	prendre	VERB
l'	lo	DET
embejo	enveja	NOUN
,	,	PUNCT
De	de	ADP
destaca	destacar	VERB
la	lo	DET
courrejo	correja	NOUN
Per	per	ADP
dansa	dançar	VERB
plus	pus	ADV
jantimen	gentament	ADV
Per	per	ADP
qu'	que	SCONJ
aro	ara	ADV
le	lo	DET
salbomen	salvament	NOUN
Nous	nos	PRON
atten	atendre	VERB
,	,	PUNCT
Canten	cantar	VERB
doncques	donc	ADV
bitomen	vitament	ADV
,	,	PUNCT
Mai	mai	ADV
be	ben	ADV
cal	caler	VERB
que	que	SCONJ
l'	lo	DET
Efan	enfant	NOUN
aubejo	albergar	VERB
,	,	PUNCT
Per	per	ADP
li	el	PRON
douna	donar	VERB
de	de	ADP
contentomen	contentament	NOUN
Mai	mai	ADV
puleu	puslèu	ADV
demanden	demandar	VERB
sa	son	DET
graciô	gràcia	NOUN
,	,	PUNCT
Et	e	CCONJ
digan	dire	VERB
li	el	PRON
que	que	SCONJ
li	el	PRON
placiô	plaire	VERB
,	,	PUNCT
Nous	nos	PRON
boule	voler	VERB
garda	gardar	VERB
de	de	ADP
mal	mal	NOUN
:	:	PUNCT
Afi	afin	ADV
qu'	que	SCONJ
aqueste	aqueste	DET
Nadal	nadal	NOUN
Coumo	coma	SCONJ
cal	caler	VERB
,	,	PUNCT
Cassen	caçar	VERB
le	lo	DET
diable	Diable	PROPN
infernal	infernal	ADJ
,	,	PUNCT
Que	que	SCONJ
pouscan	poder	VERB
un	un	DET
jour	jorn	NOUN
beire	véser	VERB
sa	son	DET
faciô	fàcia	NOUN
Estatjans	estatjar	VERB
lassus	lai+sus	ADV
de	de	ADP
son	son	DET
oustal	ostal	NOUN
.	.	PUNCT
N45-10		
AUTRE	autre	PRON
.	.	PUNCT
sur	sus	ADP
l'	lo	DET
ayre	aire	NOUN
,	,	PUNCT
Anen	anar	VERB
touts	tot	PRON
fa	far	VERB
barlico	barlica	NOUN
barloco	barlòca	NOUN
,	,	PUNCT
en	en	ADP
cantan	cantar	VERB
dins	dins	ADP
le	lo	DET
chai	chai	NOUN
;	;	PUNCT
etc	etc	X
.	.	PUNCT
Adam	Adam	PROPN
b'	ben	ADV
abiôs	aver	VERB
pla	plan	ADV
ta	ton	DET
cerbélo	cervèl	NOUN
Laugéro	lèuger	ADJ
de	de	ADP
mai	mai	ADV
de	de	ADP
tres	14	DET
gras	gran	NOUN
De	de	ADP
manja	manjar	VERB
la	lo	DET
fruto	fruch	NOUN
noubélo	novèl	ADJ
Que	qui	PRON
te	tu	PRON
s'	el	PRON
es	èsser	AUX
cambiado	cambiar	VERB
en	en	ADP
agras	agràs	NOUN
.	.	PUNCT
Lausat	lausar	VERB
siô	èsser	AUX
Diu	Dieu	PROPN
n'	non	ADV
es	èsser	AUX
pas	pas	ADV
aco	aquò	PRON
admirable	admirable	ADJ
Digne	digne	ADJ
de	de	ADP
Compassiu	compassion	NOUN
,	,	PUNCT
De	de	ADP
beire	véser	VERB
aneit	anuèch	ADV
couchat	cochar	VERB
dins	dins	ADP
un	un	DET
estable	estable	NOUN
Un	un	DET
Efan	enfant	NOUN
Home	òme	NOUN
-	-	PUNCT
Diu	dieu	NOUN
,	,	PUNCT
un	un	DET
Efan	enfant	NOUN
Home	òme	NOUN
-	-	PUNCT
Dieu	dieu	NOUN
.	.	PUNCT
Despei	dempuèi	ADV
la	lo	DET
raço	raça	NOUN
es	èsser	AUX
bermenéco	vermenenc	ADJ
,	,	PUNCT
E	e	CCONJ
cal	caler	VERB
per	per	ADP
la	el	PRON
garda	gardar	VERB
de	de	ADP
mal	mal	NOUN
E	e	CCONJ
per	per	ADP
la	el	PRON
laba	lavar	VERB
de	de	ADP
ta	ton	DET
péco	peca	NOUN
L'	lo	DET
aiguo	aiga	NOUN
d'	de	ADP
uno	un	DET
foun	fons	NOUN
baptismal	baptismal	ADJ
.	.	PUNCT
Lausat	lausar	VERB
siô	èsser	AUX
Diu	Dieu	PROPN
,	,	PUNCT
etc	etc	X
.	.	PUNCT
La	lo	DET
maissanto	maissant	ADJ
moussegaduro	mossegar	NOUN
Per	per	ADP
te	tu	PRON
gari	garir	VERB
le	lo	DET
ganitél	ganitèl	NOUN
.	.	PUNCT
A	aver	AUX
calgut	caler	VERB
(	(	PUNCT
qu'	que	ADV
es	èsser	AUX
causo	causa	NOUN
seguro	segur	ADJ
)	)	PUNCT
Qu'	que	SCONJ
un	un	DET
Diu	Dieu	PROPN
siô	èsser	AUX
debalat	devalar	VERB
del	de+lo	ADP+DET
Cél	cèl	PROPN
Lausat	lausar	VERB
siô	èsser	AUX
Diu	Dieu	PROPN
,	,	PUNCT
etc	etc	X
.	.	PUNCT
Qu'	qui	PRON
es	èsser	AUX
may	mai	ADV
,	,	PUNCT
per	per	ADP
amorti	amortir	VERB
la	lo	DET
guérro	guèrra	NOUN
Qu'	qui	PRON
el	el	PRON
Diable	Diable	PROPN
aluco	alucar	VERB
countro	contra	ADP
touts	tot	PRON
,	,	PUNCT
El	el	PRON
qu'	qui	PRON
à	aver	AUX
fait	far	VERB
le	lo	DET
Cel	cèl	NOUN
et	e	CCONJ
la	lo	DET
térro	tèrra	NOUN
Cal	caler	VERB
que	que	SCONJ
moriô	morir	VERB
sur	sus	ADP
uno	un	DET
Croux	crotz	NOUN
.	.	PUNCT
Lausat	lausar	VERB
siô	èsser	AUX
Diu	Dieu	PROPN
,	,	PUNCT
etc	etc	X
.	.	PUNCT
N45-11		
AUTRE	autre	PRON
,	,	PUNCT
sur	sus	ADP
l'	lo	DET
ayre	aire	NOUN
,	,	PUNCT
Fy	@french	FM
de	de	ADP
l'	lo	DET
amour	amor	NOUN
,	,	PUNCT
fy	@french	FM
de	de	ADP
la	@french	FM
chasse	@french	FM
,	,	PUNCT
fy	@french	FM
de	de	ADP
la	@french	FM
guerre	@french	FM
,	,	PUNCT
et	e	CCONJ
des	de+lo	ADP+DET
combats	@french	FM
.	.	PUNCT
A	a	ADP
foc	fuòc	NOUN
,	,	PUNCT
à	a	ADP
foc	fuòc	NOUN
,	,	PUNCT
Dius	Dieu	PROPN
quin	quin	DET
esclaire	esclaire	NOUN
